|Rebecca Kimitch| |PERSON| |0.14745627343654633| |-| |/g/11byc1f7pr|
|Ryan Kelly| |PERSON| |0.09115618467330933| |-| |-|
|journalists| |PERSON| |0.05952313914895058| |-| |-|
|journalism| |OTHER| |0.05436544120311737| |-| |-|
|honoree| |OTHER| |0.025243468582630157| |-| |-|
|Pulitzer| |UNKNOWN| |0.021319935098290443| |https://en.wikipedia.org/wiki/Pulitzer_Prize| |/m/061jp|
|Rob Kuznia| |PERSON| |0.01870013400912285| |-| |/g/11bybvjj3g|
|Laurie Garrett| |PERSON| |0.018142320215702057| |https://en.wikipedia.org/wiki/Laurie_Garrett| |/m/0c4zws|
|Daily Breeze| |ORGANIZATION| |0.015605357475578785| |https://en.wikipedia.org/wiki/Daily_Breeze| |/m/06v93s|
|Denver Post| |ORGANIZATION| |0.014890183694660664| |https://en.wikipedia.org/wiki/The_Denver_Post| |/m/055b_5|
|newspaper industry| |OTHER| |0.01361073087900877| |-| |-|
|Va.| |UNKNOWN| |0.01271387655287981| |https://en.wikipedia.org/wiki/Virginia| |/m/07z1m|
|newspaper job| |OTHER| |0.010931037366390228| |-| |-|
|profession| |OTHER| |0.01091037131845951| |-| |-|
|number| |OTHER| |0.010285109281539917| |-| |-|
|level| |OTHER| |0.0101386196911335| |-| |-|
|photo| |WORK_OF_ART| |0.00997190736234188| |-| |-|
|majority| |OTHER| |0.009966567158699036| |-| |-|
|internet| |OTHER| |0.009953049011528492| |-| |-|
|honor| |OTHER| |0.009953049011528492| |-| |-|
|way| |OTHER| |0.009953049011528492| |-| |-|
|photographer| |PERSON| |0.00971157755702734| |-| |-|
|Link| |OTHER| |0.008804605342447758| |-| |-|
|car| |CONSUMER_GOOD| |0.008760861121118069| |-| |-|
|brewery| |LOCATION| |0.008760861121118069| |-| |-|
|image| |WORK_OF_ART| |0.008760861121118069| |-| |-|
|rally| |EVENT| |0.008760861121118069| |-| |-|
|protesters| |PERSON| |0.008760861121118069| |-| |-|
|door| |OTHER| |0.008744286373257637| |-| |-|
|Rob Byers| |PERSON| |0.008091997355222702| |-| |-|
|winners| |PERSON| |0.007803919725120068| |-| |-|
|list| |OTHER| |0.007362367585301399| |-| |-|
|newspaper chains| |ORGANIZATION| |0.006249822676181793| |-| |-|
|Charleston Gazette-Mail| |ORGANIZATION| |0.0060666464269161224| |https://en.wikipedia.org/wiki/Charleston_Gazette-Mail| |/m/0b6m0bz|
|SARAH RANKIN| |PERSON| |0.005978227127343416| |-| |-|
|RICHMOND| |UNKNOWN| |0.0059112547896802425| |https://en.wikipedia.org/wiki/Richmond,_Virginia| |/m/0dzt9|
|Charlottesville| |LOCATION| |0.00589801836758852| |https://en.wikipedia.org/wiki/Charlottesville,_Virginia| |/m/0mp3l|
|https://apnews.com/dc312a7e503f4b7bb61a62013fea852d| |OTHER| |0.005225275177508593| |https://en.wikipedia.org/wiki/.com| |/m/01gj0k|
|AP| |ORGANIZATION| |0.00518092280253768| |https://en.wikipedia.org/wiki/Associated_Press| |/m/0cv_2|
|industry| |OTHER| |0.005128579679876566| |-| |-|
|journalism| |OTHER| |0.0049089486710727215| |-| |-|
|Alden Global Capital| |ORGANIZATION| |0.004665893968194723| |https://en.wikipedia.org/wiki/Alden_Global_Capital| |/g/11hd9kc0_h|
|newspapers| |ORGANIZATION| |0.004309594165533781| |-| |-|
|newspaper| |ORGANIZATION| |0.004292376339435577| |-| |-|
|newsrooms| |LOCATION| |0.003970874473452568| |-| |-|
|life| |OTHER| |0.0037623730022460222| |-| |-|
|quality| |OTHER| |0.0037623730022460222| |-| |-|
|stress| |OTHER| |0.0037569247651845217| |-| |-|
|newspaper publishing industry| |OTHER| |0.003470860654488206| |-| |-|
|job security| |OTHER| |0.003299878677353263| |-| |-|
|pay| |OTHER| |0.003299878677353263| |-| |-|
|social media coordinator| |PERSON| |0.003295603208243847| |-| |-|
|conditions| |OTHER| |0.0032917403150349855| |-| |-|
|advertising| |OTHER| |0.003288217820227146| |-| |-|
|news outlets| |OTHER| |0.003288217820227146| |-| |-|
|havoc| |OTHER| |0.003288217820227146| |-| |-|
|titans| |OTHER| |0.003288217820227146| |-| |-|
|classifieds| |OTHER| |0.003288217820227146| |-| |-|
|news industry| |OTHER| |0.0031796053517609835| |-| |-|
|editors| |PERSON| |0.002993303583934903| |-| |-|
|copy editors| |OTHER| |0.002993303583934903| |-| |-|
|newsrooms| |LOCATION| |0.0029819002375006676| |-| |-|
|journalism| |OTHER| |0.002904474502429366| |-| |-|
|reporting| |OTHER| |0.0029013946186751127| |-| |-|
|Digital First Media| |ORGANIZATION| |0.002897340804338455| |https://en.wikipedia.org/wiki/Digital_First_Media| |/m/0kfxv3s|
|flood| |OTHER| |0.002874230034649372| |-| |-|
|stories| |WORK_OF_ART| |0.002787028905004263| |-| |-|
|number| |OTHER| |0.002787028905004263| |-| |-|
|stories| |WORK_OF_ART| |0.0027852701023221016| |-| |-|
|people| |PERSON| |0.002780483104288578| |-| |-|
|Circulation| |OTHER| |0.00276508298702538| |-| |-|
|job| |OTHER| |0.002760958857834339| |-| |-|
|company| |ORGANIZATION| |0.002602244494482875| |-| |-|
|owner| |PERSON| |0.002570158103480935| |-| |-|
|toll| |OTHER| |0.002551671350374818| |-| |-|
|people| |PERSON| |0.002549625001847744| |-| |-|
|stress| |OTHER| |0.002537330612540245| |-| |-|
|Eric Eyre| |PERSON| |0.0024071678053587675| |https://en.wikipedia.org/wiki/Eric_Eyre| |/g/11f31p2szg|
|Newsday| |ORGANIZATION| |0.002346817869693041| |https://en.wikipedia.org/wiki/Newsday| |/m/02zhhp|
|internet publishing| |OTHER| |0.002325373236089945| |-| |-|
|ranks| |OTHER| |0.0023242051247507334| |-| |-|
|takeovers| |OTHER| |0.002323083346709609| |-| |-|
|fairness| |OTHER| |0.0022325748577713966| |-| |-|
|clarity| |OTHER| |0.0022325748577713966| |-| |-|
|grammar| |OTHER| |0.0022325748577713966| |-| |-|
|style| |OTHER| |0.0022325748577713966| |-| |-|
|support| |OTHER| |0.0022325748577713966| |-| |-|
|errors| |OTHER| |0.0022311657667160034| |-| |-|
|anxiety| |OTHER| |0.0022311657667160034| |-| |-|
|analysis| |OTHER| |0.002227330580353737| |-| |-|
|benefits| |OTHER| |0.002215587068349123| |-| |-|
|school district| |LOCATION| |0.0022135667968541384| |-| |-|
|corruption| |OTHER| |0.0022135667968541384| |-| |-|
|investigation| |EVENT| |0.0022135667968541384| |-| |-|
|headlines| |OTHER| |0.0022135667968541384| |-| |-|
|relations| |OTHER| |0.002211687620729208| |-| |-|
|fight| |EVENT| |0.002181266201660037| |-| |-|
|goal| |OTHER| |0.0021627340465784073| |-| |-|
|news| |OTHER| |0.0020838321652263403| |-| |-|
|editorial| |OTHER| |0.002054353943094611| |-| |-|
|executive editor| |PERSON| |0.0020529089961200953| |-| |-|
|broadcasting| |OTHER| |0.0020423701498657465| |-| |-|
|concerns| |OTHER| |0.002041344065219164| |-| |-|
|industry awards| |OTHER| |0.002041344065219164| |-| |-|
|outbreak| |EVENT| |0.002041344065219164| |-| |-|
|budget cuts| |OTHER| |0.0020403587259352207| |-| |-|
|stock market dividend-seeking| |OTHER| |0.0020403587259352207| |-| |-|
|bench| |OTHER| |0.002039410872384906| |-| |-|
|Newspapers| |ORGANIZATION| |0.002007619710639119| |-| |-|
|Ardent Craft Ales| |OTHER| |0.0019475583685562015| |-| |/g/1pztc4_8_|
|Craigslist| |ORGANIZATION| |0.0019431919790804386| |https://en.wikipedia.org/wiki/Craigslist| |/m/018c71|
|Google| |ORGANIZATION| |0.0019431919790804386| |https://en.wikipedia.org/wiki/Google| |/m/045c7b|
|journalism| |OTHER| |0.0019224905408918858| |-| |-|
|profits| |OTHER| |0.001913448330014944| |-| |-|
|newsroom owners| |PERSON| |0.0019127452978864312| |-| |-|
|profits| |OTHER| |0.0019127452978864312| |-| |-|
|newspapers| |ORGANIZATION| |0.0018890282372012734| |-| |-|
|quality| |OTHER| |0.001744479639455676| |-| |-|
|jobs| |OTHER| |0.0017108594765886664| |-| |-|
|industry| |OTHER| |0.0016686515882611275| |-| |-|
|paper| |WORK_OF_ART| |0.0016072506550699472| |-| |-|
|Facebook| |OTHER| |0.001556948060169816| |-| |-|
|flagship| |OTHER| |0.0015332824550569057| |-| |-|
|hedge fund| |OTHER| |0.0015327016590163112| |-| |-|
|accountability| |OTHER| |0.0015321384416893125| |-| |-|
|reliability| |OTHER| |0.0015321384416893125| |-| |-|
|media| |OTHER| |0.0013695479137822986| |-| |-|
|owners| |PERSON| |0.0013374853879213333| |-| |-|
